"","PassengerId","Survived","Pclass","Name","Sex","Age","Fare","Embarked","TamanyFamilia"
"339",339,1,3,"Dahl, Mr. Karl Edwart","male",45,8.05,"S",1
"340",340,0,1,"Blackwell, Mr. Stephen Weart","male",45,35.5,"S",1
"341",341,1,2,"Navratil, Master. Edmond Roger","male",2,26,"S",3
"342",342,1,1,"Fortune, Miss. Alice Elizabeth","female",24,263,"S",6
"343",343,0,2,"Collander, Mr. Erik Gustaf","male",28,13,"S",1
"344",344,0,2,"Sedgwick, Mr. Charles Frederick Waddington","male",25,13,"S",1
"345",345,0,2,"Fox, Mr. Stanley Hubert","male",36,13,"S",1
"346",346,1,2,"Brown, Miss. Amelia ""Mildred""","female",24,13,"S",1
"347",347,1,2,"Smith, Miss. Marion Elsie","female",40,13,"S",1
"348",348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)","female",18,16.1,"S",2
"349",349,1,3,"Coutts, Master. William Loch ""William""","male",3,15.9,"S",3
"350",350,0,3,"Dimic, Mr. Jovan","male",42,8.6625,"S",1
"351",351,0,3,"Odahl, Mr. Nils Martin","male",23,9.225,"S",1
"352",352,0,1,"Williams-Lambert, Mr. Fletcher Fellows","male",36,35,"S",1
"353",353,0,3,"Elias, Mr. Tannous","male",15,7.2292,"C",3
"354",354,0,3,"Arnold-Franchi, Mr. Josef","male",25,17.8,"S",2
"355",355,0,3,"Yousif, Mr. Wazli","male",22.5,7.225,"C",1
"356",356,0,3,"Vanden Steen, Mr. Leo Peter","male",28,9.5,"S",1
"357",357,1,1,"Bowerman, Miss. Elsie Edith","female",22,55,"S",2
"358",358,0,2,"Funk, Miss. Annie Clemmer","female",38,13,"S",1
"359",359,1,3,"McGovern, Miss. Mary","female",62,7.8792,"Q",1
"360",360,1,3,"Mockler, Miss. Helen Mary ""Ellie""","female",21,7.8792,"Q",1
"361",361,0,3,"Skoog, Mr. Wilhelm","male",40,27.9,"S",6
"362",362,0,2,"del Carlo, Mr. Sebastiano","male",29,27.7208,"C",2
"363",363,0,3,"Barbara, Mrs. (Catherine David)","female",45,14.4542,"C",2
"364",364,0,3,"Asim, Mr. Adola","male",35,7.05,"S",1
"365",365,0,3,"O'Brien, Mr. Thomas","male",33,15.5,"Q",2
"366",366,0,3,"Adahl, Mr. Mauritz Nils Martin","male",30,7.25,"S",1
"367",367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)","female",60,75.25,"C",2
"368",368,1,3,"Moussa, Mrs. (Mantoura Boulos)","female",37,7.2292,"C",1
"369",369,1,3,"Jermyn, Miss. Annie","female",22,7.75,"Q",1
"370",370,1,1,"Aubart, Mme. Leontine Pauline","female",24,69.3,"C",1
"371",371,1,1,"Harder, Mr. George Achilles","male",25,55.4417,"C",2
"372",372,0,3,"Wiklund, Mr. Jakob Alfred","male",18,6.4958,"S",2
"373",373,0,3,"Beavan, Mr. William Thomas","male",19,8.05,"S",1
"374",374,0,1,"Ringhini, Mr. Sante","male",22,135.6333,"C",1
"375",375,0,3,"Palsson, Miss. Stina Viola","female",3,21.075,"S",5
"376",376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)","female",19,82.1708,"C",2
"377",377,1,3,"Landergren, Miss. Aurora Adelia","female",22,7.25,"S",1
"378",378,0,1,"Widener, Mr. Harry Elkins","male",27,211.5,"C",3
"379",379,0,3,"Betros, Mr. Tannous","male",20,4.0125,"C",1
"380",380,0,3,"Gustafsson, Mr. Karl Gideon","male",19,7.775,"S",1
"381",381,1,1,"Bidois, Miss. Rosalie","female",42,227.525,"C",1
"382",382,1,3,"Nakid, Miss. Maria (""Mary"")","female",1,15.7417,"C",3
"383",383,0,3,"Tikkanen, Mr. Juho","male",32,7.925,"S",1
"384",384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)","female",35,52,"S",2
"385",385,0,3,"Plotcharsky, Mr. Vasil","male",36,7.8958,"S",1
"386",386,0,2,"Davies, Mr. Charles Henry","male",18,73.5,"S",1
"387",387,0,3,"Goodwin, Master. Sidney Leonard","male",1,46.9,"S",8
"388",388,1,2,"Buss, Miss. Kate","female",36,13,"S",1
"389",389,0,3,"Sadlier, Mr. Matthew","male",21,7.7292,"Q",1
"390",390,1,2,"Lehmann, Miss. Bertha","female",17,12,"C",1
"391",391,1,1,"Carter, Mr. William Ernest","male",36,120,"S",4
"392",392,1,3,"Jansson, Mr. Carl Olof","male",21,7.7958,"S",1
"393",393,0,3,"Gustafsson, Mr. Johan Birger","male",28,7.925,"S",3
"394",394,1,1,"Newell, Miss. Marjorie","female",23,113.275,"C",2
"395",395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)","female",24,16.7,"S",3
"396",396,0,3,"Johansson, Mr. Erik","male",22,7.7958,"S",1
"397",397,0,3,"Olsson, Miss. Elina","female",31,7.8542,"S",1
"398",398,0,2,"McKane, Mr. Peter David","male",46,26,"S",1
"399",399,0,2,"Pain, Dr. Alfred","male",23,10.5,"S",1
"400",400,1,2,"Trout, Mrs. William H (Jessie L)","female",28,12.65,"S",1
"401",401,1,3,"Niskanen, Mr. Juha","male",39,7.925,"S",1
"402",402,0,3,"Adams, Mr. John","male",26,8.05,"S",1
"403",403,0,3,"Jussila, Miss. Mari Aina","female",21,9.825,"S",2
"404",404,0,3,"Hakkarainen, Mr. Pekka Pietari","male",28,15.85,"S",2
"405",405,0,3,"Oreskovic, Miss. Marija","female",20,8.6625,"S",1
"406",406,0,2,"Gale, Mr. Shadrach","male",34,21,"S",2
"407",407,0,3,"Widegren, Mr. Carl/Charles Peter","male",51,7.75,"S",1
"408",408,1,2,"Richards, Master. William Rowe","male",3,18.75,"S",3
"409",409,0,3,"Birkeland, Mr. Hans Martin Monsen","male",21,7.775,"S",1
"410",410,0,3,"Lefebre, Miss. Ida","female",16,25.4667,"S",5
"411",411,0,3,"Sdycoff, Mr. Todor","male",18,7.8958,"S",1
"412",412,0,3,"Hart, Mr. Henry","male",35,6.8583,"Q",1
"413",413,1,1,"Minahan, Miss. Daisy E","female",33,90,"Q",2
"414",414,0,2,"Cunningham, Mr. Alfred Fleming","male",38.5,13,"S",1
"415",415,1,3,"Sundman, Mr. Johan Julian","male",44,7.925,"S",1
"416",416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)","female",29,8.05,"S",1
"417",417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)","female",34,32.5,"S",3
"418",418,1,2,"Silven, Miss. Lyyli Karoliina","female",18,13,"S",3
"419",419,0,2,"Matthews, Mr. William John","male",30,13,"S",1
"420",420,0,3,"Van Impe, Miss. Catharina","female",10,24.15,"S",3
"421",421,0,3,"Gheorgheff, Mr. Stanio","male",33,7.8958,"C",1
"422",422,0,3,"Charters, Mr. David","male",21,7.7333,"Q",1
"423",423,0,3,"Zimmerman, Mr. Leo","male",29,7.875,"S",1
"424",424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)","female",28,14.4,"S",3
"425",425,0,3,"Rosblom, Mr. Viktor Richard","male",18,20.2125,"S",3
"426",426,0,3,"Wiseman, Mr. Phillippe","male",21,7.25,"S",1
"427",427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)","female",28,26,"S",2
"428",428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")","female",19,26,"S",1
"429",429,0,3,"Flynn, Mr. James","male",42,7.75,"Q",1
"430",430,1,3,"Pickard, Mr. Berk (Berk Trembisky)","male",32,8.05,"S",1
"431",431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan","male",28,26.55,"S",1
"432",432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)","female",24,16.1,"S",2
"433",433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)","female",42,26,"S",2
"434",434,0,3,"Kallio, Mr. Nikolai Erland","male",17,7.125,"S",1
"435",435,0,1,"Silvey, Mr. William Baird","male",50,55.9,"S",2
"436",436,1,1,"Carter, Miss. Lucile Polk","female",14,120,"S",4
"437",437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""","female",21,34.375,"S",5
"438",438,1,2,"Richards, Mrs. Sidney (Emily Hocking)","female",24,18.75,"S",6
"439",439,0,1,"Fortune, Mr. Mark","male",64,263,"S",6
"440",440,0,2,"Kvillner, Mr. Johan Henrik Johannesson","male",31,10.5,"S",1
"441",441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)","female",45,26.25,"S",3
"442",442,0,3,"Hampe, Mr. Leon","male",20,9.5,"S",1
"443",443,0,3,"Petterson, Mr. Johan Emil","male",25,7.775,"S",2
"444",444,1,2,"Reynaldo, Ms. Encarnacion","female",28,13,"S",1
"445",445,1,3,"Johannesen-Bratthammer, Mr. Bernt","male",32,8.1125,"S",1
"446",446,1,1,"Dodge, Master. Washington","male",4,81.8583,"S",3
"447",447,1,2,"Mellinger, Miss. Madeleine Violet","female",13,19.5,"S",2
"448",448,1,1,"Seward, Mr. Frederic Kimber","male",34,26.55,"S",1
"449",449,1,3,"Baclini, Miss. Marie Catherine","female",5,19.2583,"C",4
"450",450,1,1,"Peuchen, Major. Arthur Godfrey","male",52,30.5,"S",1
"451",451,0,2,"West, Mr. Edwy Arthur","male",36,27.75,"S",4
"452",452,0,3,"Hagland, Mr. Ingvald Olai Olsen","male",36,19.9667,"S",2
"453",453,0,1,"Foreman, Mr. Benjamin Laventall","male",30,27.75,"C",1
"454",454,1,1,"Goldenberg, Mr. Samuel L","male",49,89.1042,"C",2
"455",455,0,3,"Peduzzi, Mr. Joseph","male",21,8.05,"S",1
"456",456,1,3,"Jalsevac, Mr. Ivan","male",29,7.8958,"C",1
"457",457,0,1,"Millet, Mr. Francis Davis","male",65,26.55,"S",1
"458",458,1,1,"Kenyon, Mrs. Frederick R (Marion)","female",36,51.8625,"S",2
"459",459,1,2,"Toomey, Miss. Ellen","female",50,10.5,"S",1
"460",460,0,3,"O'Connor, Mr. Maurice","male",18,7.75,"Q",1
"461",461,1,1,"Anderson, Mr. Harry","male",48,26.55,"S",1
"462",462,0,3,"Morley, Mr. William","male",34,8.05,"S",1
"463",463,0,1,"Gee, Mr. Arthur H","male",47,38.5,"S",1
"464",464,0,2,"Milling, Mr. Jacob Christian","male",48,13,"S",1
"465",465,0,3,"Maisner, Mr. Simon","male",35,8.05,"S",1
"466",466,0,3,"Goncalves, Mr. Manuel Estanslas","male",38,7.05,"S",1
"467",467,0,2,"Campbell, Mr. William","male",24,13,"S",1
"468",468,0,1,"Smart, Mr. John Montgomery","male",56,26.55,"S",1
"469",469,0,3,"Scanlan, Mr. James","male",6,7.725,"Q",1
"470",470,1,3,"Baclini, Miss. Helene Barbara","female",0.75,19.2583,"C",4
"471",471,0,3,"Keefe, Mr. Arthur","male",11,7.25,"S",1
"472",472,0,3,"Cacic, Mr. Luka","male",38,8.6625,"S",1
"473",473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)","female",33,27.75,"S",4
"474",474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)","female",23,13.7917,"C",1
"475",475,0,3,"Strandberg, Miss. Ida Sofia","female",22,9.8375,"S",1
"476",476,0,1,"Clifford, Mr. George Quincy","male",28,52,"S",1
"477",477,0,2,"Renouf, Mr. Peter Henry","male",34,21,"S",2
"478",478,0,3,"Braund, Mr. Lewis Richard","male",29,7.0458,"S",2
"479",479,0,3,"Karlsson, Mr. Nils August","male",22,7.5208,"S",1
"480",480,1,3,"Hirvonen, Miss. Hildur E","female",2,12.2875,"S",2
"481",481,0,3,"Goodwin, Master. Harold Victor","male",9,46.9,"S",8
"482",482,0,2,"Frost, Mr. Anthony Wood ""Archie""","male",34,13,"S",1
"483",483,0,3,"Rouse, Mr. Richard Henry","male",50,8.05,"S",1
"484",484,1,3,"Turkula, Mrs. (Hedwig)","female",63,9.5875,"S",1
"485",485,1,1,"Bishop, Mr. Dickinson H","male",25,91.0792,"C",2
"486",486,0,3,"Lefebre, Miss. Jeannie","female",29,25.4667,"S",5
"487",487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)","female",35,90,"S",2
"488",488,0,1,"Kent, Mr. Edward Austin","male",58,29.7,"C",1
"489",489,0,3,"Somerton, Mr. Francis William","male",30,8.05,"S",1
"490",490,1,3,"Coutts, Master. Eden Leslie ""Neville""","male",9,15.9,"S",3
"491",491,0,3,"Hagland, Mr. Konrad Mathias Reiersen","male",36,19.9667,"S",2
"492",492,0,3,"Windelov, Mr. Einar","male",21,7.25,"S",1
"493",493,0,1,"Molson, Mr. Harry Markland","male",55,30.5,"S",1
"494",494,0,1,"Artagaveytia, Mr. Ramon","male",71,49.5042,"C",1
"495",495,0,3,"Stanley, Mr. Edward Roland","male",21,8.05,"S",1
"496",496,0,3,"Yousseff, Mr. Gerious","male",32,14.4583,"C",1
"497",497,1,1,"Eustis, Miss. Elizabeth Mussey","female",54,78.2667,"C",2
"498",498,0,3,"Shellard, Mr. Frederick William","male",35,15.1,"S",1
"499",499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)","female",25,151.55,"S",4
"500",500,0,3,"Svensson, Mr. Olof","male",24,7.7958,"S",1
"501",501,0,3,"Calic, Mr. Petar","male",17,8.6625,"S",1
"502",502,0,3,"Canavan, Miss. Mary","female",21,7.75,"Q",1
"503",503,0,3,"O'Sullivan, Miss. Bridget Mary","female",30,7.6292,"Q",1
"504",504,0,3,"Laitinen, Miss. Kristina Sofia","female",37,9.5875,"S",1
"505",505,1,1,"Maioni, Miss. Roberta","female",16,86.5,"S",1
"506",506,0,1,"Penasco y Castellana, Mr. Victor de Satode","male",18,108.9,"C",2
"507",507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)","female",33,26,"S",3
"508",508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")","male",36,26.55,"S",1
"509",509,0,3,"Olsen, Mr. Henry Margido","male",28,22.525,"S",1
"510",510,1,3,"Lang, Mr. Fang","male",26,56.4958,"S",1
"511",511,1,3,"Daly, Mr. Eugene Patrick","male",29,7.75,"Q",1
"512",512,0,3,"Webber, Mr. James","male",21,8.05,"S",1
"513",513,1,1,"McGough, Mr. James Robert","male",36,26.2875,"S",1
"514",514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)","female",54,59.4,"C",2
"515",515,0,3,"Coleff, Mr. Satio","male",24,7.4958,"S",1
"516",516,0,1,"Walker, Mr. William Anderson","male",47,34.0208,"S",1
"517",517,1,2,"Lemore, Mrs. (Amelia Milley)","female",34,10.5,"S",1
"518",518,0,3,"Ryan, Mr. Patrick","male",19,24.15,"Q",1
"519",519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)","female",36,26,"S",2
"520",520,0,3,"Pavlovic, Mr. Stefo","male",32,7.8958,"S",1
"521",521,1,1,"Perreault, Miss. Anne","female",30,93.5,"S",1
"522",522,0,3,"Vovk, Mr. Janko","male",22,7.8958,"S",1
"523",523,0,3,"Lahoud, Mr. Sarkis","male",22,7.225,"C",1
"524",524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)","female",44,57.9792,"C",2
"525",525,0,3,"Kassem, Mr. Fared","male",22.5,7.2292,"C",1
"526",526,0,3,"Farrell, Mr. James","male",40.5,7.75,"Q",1
"527",527,1,2,"Ridsdale, Miss. Lucy","female",50,10.5,"S",1
"528",528,0,1,"Farthing, Mr. John","male",42,221.7792,"S",1
"529",529,0,3,"Salonen, Mr. Johan Werner","male",39,7.925,"S",1
"530",530,0,2,"Hocking, Mr. Richard George","male",23,11.5,"S",4
"531",531,1,2,"Quick, Miss. Phyllis May","female",2,26,"S",3
"532",532,0,3,"Toufik, Mr. Nakli","male",33,7.2292,"C",1
"533",533,0,3,"Elias, Mr. Joseph Jr","male",17,7.2292,"C",3
"534",534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)","female",4,22.3583,"C",3
"535",535,0,3,"Cacic, Miss. Marija","female",30,8.6625,"S",1
"536",536,1,2,"Hart, Miss. Eva Miriam","female",7,26.25,"S",3
"537",537,0,1,"Butt, Major. Archibald Willingham","male",45,26.55,"S",1
"538",538,1,1,"LeRoy, Miss. Bertha","female",30,106.425,"C",1
"539",539,0,3,"Risien, Mr. Samuel Beard","male",41,14.5,"S",1
"540",540,1,1,"Frolicher, Miss. Hedwig Margaritha","female",22,49.5,"C",3
"541",541,1,1,"Crosby, Miss. Harriet R","female",36,71,"S",3
"542",542,0,3,"Andersson, Miss. Ingeborg Constanzia","female",9,31.275,"S",7
"543",543,0,3,"Andersson, Miss. Sigrid Elisabeth","female",11,31.275,"S",7
"544",544,1,2,"Beane, Mr. Edward","male",32,26,"S",2
"545",545,0,1,"Douglas, Mr. Walter Donald","male",50,106.425,"C",2
"546",546,0,1,"Nicholson, Mr. Arthur Ernest","male",64,26,"S",1
"547",547,1,2,"Beane, Mrs. Edward (Ethel Clarke)","female",19,26,"S",2
"548",548,1,2,"Padro y Manent, Mr. Julian","male",26.5,13.8625,"C",1
"549",549,0,3,"Goldsmith, Mr. Frank John","male",33,20.525,"S",3
"550",550,1,2,"Davies, Master. John Morgan Jr","male",8,36.75,"S",3
"551",551,1,1,"Thayer, Mr. John Borland Jr","male",17,110.8833,"C",3
"552",552,0,2,"Sharp, Mr. Percival James R","male",27,26,"S",1
"553",553,0,3,"O'Brien, Mr. Timothy","male",54,7.8292,"Q",1
"554",554,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")","male",22,7.225,"C",1
"555",555,1,3,"Ohman, Miss. Velin","female",22,7.775,"S",1
"556",556,0,1,"Wright, Mr. George","male",62,26.55,"S",1
"557",557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")","female",48,39.6,"C",2
"558",558,0,1,"Robbins, Mr. Victor","male",30,227.525,"C",1
"559",559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)","female",39,79.65,"S",3
"560",560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)","female",36,17.4,"S",2
"561",561,0,3,"Morrow, Mr. Thomas Rowan","male",26,7.75,"Q",1
"562",562,0,3,"Sivic, Mr. Husein","male",40,7.8958,"S",1
"563",563,0,2,"Norman, Mr. Robert Douglas","male",28,13.5,"S",1
"564",564,0,3,"Simmons, Mr. John","male",25,8.05,"S",1
"565",565,0,3,"Meanwell, Miss. (Marion Ogden)","female",22,8.05,"S",1
"566",566,0,3,"Davies, Mr. Alfred J","male",24,24.15,"S",3
"567",567,0,3,"Stoytcheff, Mr. Ilia","male",19,7.8958,"S",1
"568",568,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)","female",29,21.075,"S",5
"569",569,0,3,"Doharr, Mr. Tannous","male",20,7.2292,"C",1
"570",570,1,3,"Jonsson, Mr. Carl","male",32,7.8542,"S",1
"571",571,1,2,"Harris, Mr. George","male",62,10.5,"S",1
"572",572,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)","female",53,51.4792,"S",3
"573",573,1,1,"Flynn, Mr. John Irwin (""Irving"")","male",36,26.3875,"S",1
"574",574,1,3,"Kelly, Miss. Mary","female",24,7.75,"Q",1
"575",575,0,3,"Rush, Mr. Alfred George John","male",16,8.05,"S",1
"576",576,0,3,"Patchett, Mr. George","male",19,14.5,"S",1
"577",577,1,2,"Garside, Miss. Ethel","female",34,13,"S",1
"578",578,1,1,"Silvey, Mrs. William Baird (Alice Munger)","female",39,55.9,"S",2
"579",579,0,3,"Caram, Mrs. Joseph (Maria Elias)","female",32,14.4583,"C",2
"580",580,1,3,"Jussila, Mr. Eiriik","male",32,7.925,"S",1
"581",581,1,2,"Christy, Miss. Julie Rachel","female",25,30,"S",3
"582",582,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)","female",39,110.8833,"C",3
"583",583,0,2,"Downton, Mr. William James","male",54,26,"S",1
"584",584,0,1,"Ross, Mr. John Hugo","male",36,40.125,"C",1
"585",585,0,3,"Paulner, Mr. Uscher","male",20,8.7125,"C",1
"586",586,1,1,"Taussig, Miss. Ruth","female",18,79.65,"S",3
"587",587,0,2,"Jarvis, Mr. John Denzil","male",47,15,"S",1
"588",588,1,1,"Frolicher-Stehli, Mr. Maxmillian","male",60,79.2,"C",3
"589",589,0,3,"Gilinski, Mr. Eliezer","male",22,8.05,"S",1
"590",590,0,3,"Murdlin, Mr. Joseph","male",36,8.05,"S",1
"591",591,0,3,"Rintamaki, Mr. Matti","male",35,7.125,"S",1
"592",592,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)","female",52,78.2667,"C",2
"593",593,0,3,"Elsbury, Mr. William James","male",47,7.25,"S",1
"594",594,0,3,"Bourke, Miss. Mary","female",41,7.75,"Q",3
"595",595,0,2,"Chapman, Mr. John Henry","male",37,26,"S",2
"596",596,0,3,"Van Impe, Mr. Jean Baptiste","male",36,24.15,"S",3
"597",597,1,2,"Leitch, Miss. Jessie Wills","female",16,33,"S",1
"598",598,0,3,"Johnson, Mr. Alfred","male",49,7.8958,"S",1
"599",599,0,3,"Boulos, Mr. Hanna","male",11,7.225,"C",1
"600",600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")","male",49,56.9292,"C",2
"601",601,1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)","female",24,27,"S",4
"602",602,0,3,"Slabenoff, Mr. Petco","male",25,7.8958,"S",1
"603",603,0,1,"Harrington, Mr. Charles H","male",26,42.4,"S",1
"604",604,0,3,"Torber, Mr. Ernst William","male",44,8.05,"S",1
"605",605,1,1,"Homer, Mr. Harry (""Mr E Haven"")","male",35,26.55,"C",1
"606",606,0,3,"Lindell, Mr. Edvard Bengtsson","male",36,15.55,"S",2
"607",607,0,3,"Karaic, Mr. Milan","male",30,7.8958,"S",1
"608",608,1,1,"Daniel, Mr. Robert Williams","male",27,30.5,"S",1
"609",609,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)","female",22,41.5792,"C",4
"610",610,1,1,"Shutes, Miss. Elizabeth W","female",40,153.4625,"S",1
"611",611,0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)","female",39,31.275,"S",7
"612",612,0,3,"Jardin, Mr. Jose Neto","male",28,7.05,"S",1
"613",613,1,3,"Murphy, Miss. Margaret Jane","female",17,15.5,"Q",2
"614",614,0,3,"Horgan, Mr. John","male",28,7.75,"Q",1
"615",615,0,3,"Brocklebank, Mr. William Alfred","male",35,8.05,"S",1
"616",616,1,2,"Herman, Miss. Alice","female",24,65,"S",4
"617",617,0,3,"Danbom, Mr. Ernst Gilbert","male",34,14.4,"S",3
"618",618,0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)","female",26,16.1,"S",2
"619",619,1,2,"Becker, Miss. Marion Louise","female",4,39,"S",4
"620",620,0,2,"Gavey, Mr. Lawrence","male",26,10.5,"S",1
"621",621,0,3,"Yasbeck, Mr. Antoni","male",27,14.4542,"C",2
"622",622,1,1,"Kimball, Mr. Edwin Nelson Jr","male",42,52.5542,"S",2
"623",623,1,3,"Nakid, Mr. Sahid","male",20,15.7417,"C",3
"624",624,0,3,"Hansen, Mr. Henry Damsgaard","male",21,7.8542,"S",1
"625",625,0,3,"Bowen, Mr. David John ""Dai""","male",21,16.1,"S",1
"626",626,0,1,"Sutton, Mr. Frederick","male",61,32.3208,"S",1
"627",627,0,2,"Kirkland, Rev. Charles Leonard","male",57,12.35,"Q",1
"628",628,1,1,"Longley, Miss. Gretchen Fiske","female",21,77.9583,"S",1
"629",629,0,3,"Bostandyeff, Mr. Guentcho","male",26,7.8958,"S",1
"630",630,0,3,"O'Connell, Mr. Patrick D","male",45,7.7333,"Q",1
"631",631,1,1,"Barkworth, Mr. Algernon Henry Wilson","male",80,30,"S",1
"632",632,0,3,"Lundahl, Mr. Johan Svensson","male",51,7.0542,"S",1
"633",633,1,1,"Stahelin-Maeglin, Dr. Max","male",32,30.5,"C",1
"634",634,0,1,"Parr, Mr. William Henry Marsh","male",48,27.7208,"S",1
"635",635,0,3,"Skoog, Miss. Mabel","female",9,27.9,"S",6
"636",636,1,2,"Davis, Miss. Mary","female",28,13,"S",1
"637",637,0,3,"Leinonen, Mr. Antti Gustaf","male",32,7.925,"S",1
"638",638,0,2,"Collyer, Mr. Harvey","male",31,26.25,"S",3
"639",639,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)","female",41,39.6875,"S",6
"640",640,0,3,"Thorneycroft, Mr. Percival","male",36,16.1,"S",2
"641",641,0,3,"Jensen, Mr. Hans Peder","male",20,7.8542,"S",1
"642",642,1,1,"Sagesser, Mlle. Emma","female",24,69.3,"C",1
"643",643,0,3,"Skoog, Miss. Margit Elizabeth","female",2,27.9,"S",6
"644",644,1,3,"Foo, Mr. Choong","male",32,56.4958,"S",1
"645",645,1,3,"Baclini, Miss. Eugenie","female",0.75,19.2583,"C",4
"646",646,1,1,"Harper, Mr. Henry Sleeper","male",48,76.7292,"C",2
"647",647,0,3,"Cor, Mr. Liudevit","male",19,7.8958,"S",1
"648",648,1,1,"Simonius-Blumer, Col. Oberst Alfons","male",56,35.5,"C",1
"649",649,0,3,"Willey, Mr. Edward","male",27,7.55,"S",1
"650",650,1,3,"Stanley, Miss. Amy Zillah Elsie","female",23,7.55,"S",1
"651",651,0,3,"Mitkoff, Mr. Mito","male",42,7.8958,"S",1
"652",652,1,2,"Doling, Miss. Elsie","female",18,23,"S",2
"653",653,0,3,"Kalvik, Mr. Johannes Halvorsen","male",21,8.4333,"S",1
"654",654,1,3,"O'Leary, Miss. Hanora ""Norah""","female",30,7.8292,"Q",1
"655",655,0,3,"Hegarty, Miss. Hanora ""Nora""","female",18,6.75,"Q",1
"656",656,0,2,"Hickman, Mr. Leonard Mark","male",24,73.5,"S",3
"657",657,0,3,"Radeff, Mr. Alexander","male",28,7.8958,"S",1
"658",658,0,3,"Bourke, Mrs. John (Catherine)","female",32,15.5,"Q",3
"659",659,0,2,"Eitemiller, Mr. George Floyd","male",23,13,"S",1
"660",660,0,1,"Newell, Mr. Arthur Webster","male",58,113.275,"C",3
"661",661,1,1,"Frauenthal, Dr. Henry William","male",50,133.65,"S",3
"662",662,0,3,"Badt, Mr. Mohamed","male",40,7.225,"C",1
"663",663,0,1,"Colley, Mr. Edward Pomeroy","male",47,25.5875,"S",1
"664",664,0,3,"Coleff, Mr. Peju","male",36,7.4958,"S",1
"665",665,1,3,"Lindqvist, Mr. Eino William","male",20,7.925,"S",2
"666",666,0,2,"Hickman, Mr. Lewis","male",32,73.5,"S",3
"667",667,0,2,"Butler, Mr. Reginald Fenton","male",25,13,"S",1
"668",668,0,3,"Rommetvedt, Mr. Knud Paust","male",28,7.775,"S",1
"669",669,0,3,"Cook, Mr. Jacob","male",43,8.05,"S",1
"670",670,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)","female",50,52,"S",2
"671",671,1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)","female",40,39,"S",3
"672",672,0,1,"Davidson, Mr. Thornton","male",31,52,"S",2
"673",673,0,2,"Mitchell, Mr. Henry Michael","male",70,10.5,"S",1
"674",674,1,2,"Wilhelms, Mr. Charles","male",31,13,"S",1
"675",675,0,2,"Watson, Mr. Ennis Hastings","male",19,13,"S",1
"676",676,0,3,"Edvardsson, Mr. Gustaf Hjalmar","male",18,7.775,"S",1
"677",677,0,3,"Sawyer, Mr. Frederick Charles","male",24.5,8.05,"S",1
"678",678,1,3,"Turja, Miss. Anna Sofia","female",18,9.8417,"S",1
"679",679,0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)","female",43,46.9,"S",8
